EnsemblID,gene_name,logFC,PValue,FDR,F,gene_biotype,GroupA_NormCPM,GroupB_NormCPM,GroupA_stdv,GroupB_stdv,log10FDR,alias,mygene_name,summary
ENSG00000124762,CDKN1A,1.34644,0.00000182002,0.0252437,79.8256,protein_coding,89.4387,228.904,13.0339,32.0124,1.59785,CAP20;CDKN1;CIP1;MDA-6;P21;SDI1;WAF1;p21CIP1,cyclin dependent kinase inhibitor 1A,"This gene encodes a potent cyclin-dependent kinase inhibitor. The encoded protein binds to and inhibits the activity of cyclin-cyclin-dependent kinase2 or -cyclin-dependent kinase4 complexes, and thus functions as a regulator of cell cycle progression at G1. The expression of this gene is tightly controlled by the tumor suppressor protein p53, through which this protein mediates the p53-dependent cell cycle G1 phase arrest in response to a variety of stress stimuli. This protein can interact with proliferating cell nuclear antigen, a DNA polymerase accessory factor, and plays a regulatory role in S phase DNA replication and DNA damage repair. This protein was reported to be specifically cleaved by CASP3-like caspases, which thus leads to a dramatic activation of cyclin-dependent kinase2, and may be instrumental in the execution of apoptosis following caspase activation. Mice that lack this gene have the ability to regenerate damaged or missing tissue. Multiple alternatively spliced variants have been found for this gene. [provided by RefSeq, Sep 2015]."
ENSG00000184254,ALDH1A3,1.02459,0.00000513731,0.0356273,64.1044,protein_coding,73.1496,149.777,8.86838,10.0985,1.44822,ALDH1A6;ALDH6;MCOP8;RALDH3,aldehyde dehydrogenase 1 family member A3,"This gene encodes an aldehyde dehydrogenase enzyme that uses retinal as a substrate. Mutations in this gene have been associated with microphthalmia, isolated 8, and expression changes have also been detected in tumor cells. Alternative splicing results in multiple transcript variants. [provided by RefSeq, Jun 2014]."
ENSG00000237886,NALT1,1.77093,0.0000164328,0.0583971,48.6889,lncRNA,0.938761,3.07475,0.181253,0.471011,1.23361,LINC01573;MIR4674HG;NALT;TCONS_l2_00029132,NOTCH1 associated lncRNA in T cell acute lymphoblastic leukemia 1,
ENSG00000080546,SESN1,1.00911,0.0000168413,0.0583971,50.1201,protein_coding,8.95842,18.7686,1.63472,0.508415,1.23361,PA26;SEST1,sestrin 1,"This gene encodes a member of the sestrin family. Sestrins are induced by the p53 tumor suppressor protein and play a role in the cellular response to DNA damage and oxidative stress. The encoded protein mediates p53 inhibition of cell growth by activating AMP-activated protein kinase, which results in the inhibition of the mammalian target of rapamycin protein. The encoded protein also plays a critical role in antioxidant defense by regenerating overoxidized peroxiredoxins, and the expression of this gene is a potential marker for exposure to radiation. Alternatively spliced transcript variants encoding multiple isoforms have been observed for this gene. [provided by RefSeq, Dec 2010]."
ENSG00000115129,TP53I3,1.06463,0.0000310408,0.0754975,44.1347,protein_coding,9.36043,20.0165,1.56571,2.38241,1.12207,PIG3,tumor protein p53 inducible protein 3,"The protein encoded by this gene is similar to oxidoreductases, which are enzymes involved in cellular responses to oxidative stresses and irradiation. This gene is induced by the tumor suppressor p53 and is thought to be involved in p53-mediated cell death. It contains a p53 consensus binding site in its promoter region and a downstream pentanucleotide microsatellite sequence. P53 has been shown to transcriptionally activate this gene by interacting with the downstream pentanucleotide microsatellite sequence. The microsatellite is polymorphic, with a varying number of pentanucleotide repeats directly correlated with the extent of transcriptional activation by p53. It has been suggested that the microsatellite polymorphism may be associated with differential susceptibility to cancer. Alternatively spliced transcript variants encoding different isoforms have been found for this gene. [provided by RefSeq, May 2011]."
ENSG00000202058,RN7SKP80,1.35531,0.000033219,0.0754975,43.3529,misc_RNA,2.00895,4.74318,0.536211,0.411321,1.12207,,RN7SK pseudogene 80,
ENSG00000174307,PHLDA3,0.858131,0.0000381026,0.0754975,42.042,protein_coding,18.084,32.6592,1.75471,2.87436,1.12207,TIH1,pleckstrin homology like domain family A member 3,"Enables phosphatidylinositol phosphate binding activity and phosphatidylinositol-3,4-bisphosphate binding activity. Involved in intrinsic apoptotic signaling pathway in response to DNA damage by p53 class mediator; negative regulation of protein kinase B signaling; and positive regulation of apoptotic process. Located in plasma membrane. [provided by Alliance of Genome Resources, Apr 2022]"
ENSG00000107796,ACTA2,1.08379,0.0000510741,0.0885497,39.5005,protein_coding,5.53006,12.5163,1.41183,1.13272,1.05281,ACTSA;SMDYS,"actin alpha 2, smooth muscle","This gene encodes one of six different actin proteins. Actins are highly conserved proteins that are involved in cell motility, structure, integrity, and intercellular signaling. The encoded protein is a smooth muscle actin that is involved in vascular contractility and blood pressure homeostasis. Mutations in this gene cause a variety of vascular diseases, such as thoracic aortic disease, coronary artery disease, stroke, and Moyamoya disease, as well as multisystemic smooth muscle dysfunction syndrome. [provided by RefSeq, Sep 2017]."
ENSG00000251095,ENSG00000251095,1.78413,0.0000642607,0.0905988,38.1738,lncRNA,1.43434,5.90507,0.860827,0.922283,1.04288,,uncharacterized LOC105377329,
ENSG00000164938,TP53INP1,0.81952,0.000069232,0.0905988,36.834,protein_coding,17.0842,29.9877,1.93452,2.29858,1.04288,SIP;TP53DINP1;TP53INP1A;TP53INP1B;Teap;p53DINP1,tumor protein p53 inducible nuclear protein 1,"Predicted to enable antioxidant activity. Involved in autophagic cell death; positive regulation of autophagy; and positive regulation of transcription, DNA-templated. Located in autophagosome; cytosol; and nucleus. [provided by Alliance of Genome Resources, Apr 2022]"
ENSG00000136542,GALNT5,0.914915,0.0000718519,0.0905988,36.6814,protein_coding,25.8179,49.1817,3.56303,6.73986,1.04288,GALNAC-T5;GALNACT5,polypeptide N-acetylgalactosaminyltransferase 5,"The protein encoded by this gene is a membrane-bound polypeptide N-acetylgalactosaminyltransferase that is found in the Golgi. The encoded protein catalyzes the first step in the mucin-type O-glycosylation of Golgi proteins, transfering an N-acetyl-D-galactosamine residue to a serine or threonine residue on the protein receptor. [provided by RefSeq, Aug 2016]."
ENSG00000185088,RPS27L,1.06031,0.0000874214,0.101045,35.6066,protein_coding,213.03,446.218,53.6581,42.5446,0.995487,,,
ENSG00000202198,7SK,1.19609,0.000178621,0.165606,30.128,misc_RNA,11.6081,24.4491,4.78579,3.28148,0.780923,,,
ENSG00000283293,RN7SK,1.19609,0.000178621,0.165606,30.128,snRNA,11.6081,24.4491,4.78579,3.28148,0.780923,,,
ENSG00000257764,ENSG00000257764,-2.13832,0.000185982,0.165606,29.8354,lncRNA,36.3852,7.83785,19.3235,2.51101,0.780923,,,
ENSG00000026103,FAS,0.863479,0.000191038,0.165606,29.237,protein_coding,10.0867,18.6727,1.2252,2.97633,0.780923,,,
ENSG00000228526,MIR34AHG,1.64267,0.000235513,0.192151,26.9153,lncRNA,0.980358,2.58719,0.553064,0.48798,0.716357,,,
ENSG00000105327,BBC3,0.583155,0.000252764,0.194769,27.2561,protein_coding,115.293,172.99,7.14104,7.29121,0.71048,,,
ENSG00000117472,TSPAN1,0.780022,0.000270855,0.197724,26.8318,protein_coding,5.09915,8.65381,0.321616,0.70839,0.70394,,,
ENSG00000294734,ENSG00000294734,-1.98733,0.000426952,0.296091,24.3229,lncRNA,76.881,18.572,57.1862,4.83174,0.528574,,,
ENSG00000136048,DRAM1,0.750214,0.000459723,0.303636,23.525,protein_coding,10.3296,17.9466,1.81206,2.15199,0.517646,,,
ENSG00000172890,NADSYN1,0.600107,0.000502847,0.317022,22.9982,protein_coding,11.064,16.7209,0.69202,0.551536,0.498911,,,
ENSG00000130513,GDF15,1.63354,0.000578453,0.336813,22.5064,protein_coding,117.188,369.839,55.952,59.7314,0.472611,,,
ENSG00000159388,BTG2,0.822653,0.000582806,0.336813,22.4306,protein_coding,22.9148,39.1237,5.92819,5.00784,0.472611,,,
ENSG00000048392,RRM2B,0.686032,0.000702943,0.379211,21.1788,protein_coding,52.2618,85.1719,10.1035,5.0881,0.42112,,,
ENSG00000065357,DGKA,0.943573,0.000710849,0.379211,21.339,protein_coding,6.29665,12.796,1.56253,2.84947,0.42112,,,
ENSG00000135679,MDM2,0.732626,0.000909969,0.467455,19.9489,protein_coding,70.7169,118.41,16.4912,9.47709,0.330261,,,
ENSG00000136167,LCP1,-1.1779,0.00101262,0.50161,19.4128,protein_coding,13.1854,5.47506,4.9525,0.944107,0.299634,,,
ENSG00000139354,GAS2L3,-0.768315,0.00114209,0.540507,18.7014,protein_coding,17.5348,9.92832,4.26068,0.82573,0.267199,,,
ENSG00000196562,SULF2,1.22724,0.00116908,0.540507,18.6866,protein_coding,1.68138,4.67416,0.940424,0.852713,0.267199,,,
ENSG00000142910,TINAGL1,0.906525,0.00128137,0.572862,18.1985,protein_coding,27.7154,53.9923,9.73897,4.05768,0.24195,,,
ENSG00000102878,HSF4,1.0918,0.00135651,0.572862,17.9134,protein_coding,2.92803,5.53273,1.11408,0.804141,0.24195,,,
ENSG00000087088,BAX,0.532689,0.00136812,0.572862,17.6536,protein_coding,62.924,91.4864,6.91898,6.91489,0.24195,,,
ENSG00000291168,ANKRD19P,0.842114,0.00140428,0.572862,17.6816,lncRNA,5.63988,10.6262,1.41592,1.89567,0.24195,,,
ENSG00000267278,MAP3K14-AS1,0.909402,0.00152994,0.606291,17.192,lncRNA,2.87734,5.67603,0.697226,1.016,0.217319,,,
ENSG00000169403,PTAFR,1.06341,0.00162922,0.623264,16.8492,protein_coding,1.92027,3.62548,0.660869,0.440207,0.205328,,,
ENSG00000173846,PLK3,0.787981,0.00170732,0.623264,16.7907,protein_coding,25.4271,45.4145,7.83567,3.53634,0.205328,,,
ENSG00000234961,ENSG00000234961,-1.76127,0.00170757,0.623264,16.8592,lncRNA,4.02184,1.08247,2.01382,0.471029,0.205328,,,
ENSG00000152284,TCF7L1,-0.555199,0.00205471,0.717089,15.742,protein_coding,32.8287,22.1297,3.661,2.76215,0.144427,,,
ENSG00000026025,VIM,-1.29221,0.00228371,0.717089,15.437,protein_coding,76.6028,30.811,35.9,4.67382,0.144427,,,
ENSG00000125731,SH2D3A,0.4704,0.00245012,0.717089,14.9574,protein_coding,16.3476,22.5842,0.4732,1.66678,0.144427,,,
ENSG00000184292,TACSTD2,1.10195,0.00245607,0.717089,15.1108,protein_coding,11.9503,27.8419,5.86251,6.42446,0.144427,,,
ENSG00000206075,SERPINB5,0.73805,0.00247111,0.717089,15.0832,protein_coding,15.0619,26.0816,4.08016,4.10993,0.144427,,,
ENSG00000092621,PHGDH,-0.472814,0.00273448,0.717089,14.4794,protein_coding,41.7782,30.1251,2.94703,2.60306,0.144427,,,
ENSG00000169035,KLK7,0.573665,0.00281693,0.717089,14.3853,protein_coding,25.0604,37.4226,2.45111,6.3327,0.144427,,,
ENSG00000133226,SRRM1,-0.546398,0.00288691,0.717089,14.2874,protein_coding,293.239,200.559,46.9858,18.4498,0.144427,,,
ENSG00000188747,NOXA1,0.723081,0.00295814,0.717089,14.1647,protein_coding,3.25224,5.49923,0.43247,0.845671,0.144427,,,
ENSG00000140398,NEIL1,0.711067,0.00303012,0.717089,14.1214,protein_coding,7.15194,11.2906,1.3397,2.21853,0.144427,,,
ENSG00000126709,IFI6,-1.03364,0.00309313,0.717089,14.1004,protein_coding,41.1398,19.2185,19.1879,4.39648,0.144427,,,
ENSG00000205356,TECPR1,-0.534144,0.00311188,0.717089,13.9306,protein_coding,13.2126,8.92705,1.81094,0.1918,0.144427,,,
ENSG00000157851,DPYSL5,-0.712661,0.00315958,0.717089,13.8906,protein_coding,7.80904,4.66884,1.01748,1.04437,0.144427,,,
ENSG00000296127,ENSG00000296127,-1.50541,0.00316646,0.717089,14.069,lncRNA,2.94286,0.972205,1.01283,0.483739,0.144427,,,
ENSG00000166130,IKBIP,0.624141,0.00322495,0.717089,13.8772,protein_coding,15.6736,25.0028,3.63417,2.94809,0.144427,,,
ENSG00000133048,CHI3L1,-1.15787,0.0032948,0.717089,13.832,protein_coding,21.1844,8.98208,9.98446,1.27921,0.144427,,,
ENSG00000177640,CASC2,-0.692348,0.00340778,0.717089,13.5619,lncRNA,5.08634,3.02563,0.681518,0.423664,0.144427,,,
ENSG00000089116,LHX5,0.587147,0.00349074,0.717089,13.4595,protein_coding,4.87601,7.6849,0.900947,0.368229,0.144427,,,
ENSG00000243509,TNFRSF6B,0.67733,0.00349362,0.717089,13.5843,protein_coding,52.2098,84.6426,12.792,12.9242,0.144427,,,
ENSG00000121716,PILRB,0.525642,0.00351543,0.717089,13.4236,protein_coding,10.288,15.1997,1.39714,1.48812,0.144427,,,
ENSG00000182578,CSF1R,-1.25108,0.00354066,0.717089,13.5409,protein_coding,2.74812,1.06313,1.02931,0.18238,0.144427,,,
ENSG00000026036,RTEL1-TNFRSF6B,0.607971,0.00354985,0.717089,13.5034,protein_coding,57.691,88.6608,11.1359,13.0132,0.144427,,,
ENSG00000128408,RIBC2,-0.894872,0.00364813,0.717089,13.3053,protein_coding,2.67021,1.47996,0.498421,0.267357,0.144427,,,
ENSG00000244509,APOBEC3C,0.432225,0.0036922,0.717089,13.2212,protein_coding,43.9582,59.7145,4.37384,1.09847,0.144427,,,
ENSG00000077684,JADE1,-0.607716,0.00376264,0.717089,13.2338,protein_coding,32.8009,21.0747,7.03916,2.74197,0.144427,,,
ENSG00000142765,SYTL1,0.628901,0.00378155,0.717089,13.2137,protein_coding,16.4985,24.4827,4.29025,3.00869,0.144427,,,
ENSG00000145632,PLK2,0.552575,0.00380727,0.717089,13.1379,protein_coding,34.8003,51.9676,6.94951,4.07585,0.144427,,,
ENSG00000181026,AEN,0.419096,0.00390728,0.717089,12.9916,protein_coding,33.5583,45.1177,2.50128,1.46452,0.144427,,,
ENSG00000237512,UNC5B-AS1,0.781273,0.00395906,0.717089,13.038,lncRNA,3.88356,7.28047,1.51079,0.847826,0.144427,,,
ENSG00000122861,PLAU,0.46321,0.00403256,0.717089,12.8653,protein_coding,14.1268,19.887,1.84829,0.454372,0.144427,,,
ENSG00000205517,RGL3,0.634988,0.00407522,0.717089,12.9094,protein_coding,10.2976,16.7765,2.54726,2.39638,0.144427,,,
ENSG00000155066,PROM2,0.731949,0.00410012,0.717089,12.8175,protein_coding,2.3059,3.86241,0.364629,0.390393,0.144427,,,
ENSG00000111348,ARHGDIB,-1.09603,0.00416377,0.717089,12.8731,protein_coding,5.82965,2.35489,2.87439,0.0920665,0.144427,,,
ENSG00000130766,SESN2,0.431457,0.00467562,0.717089,12.2792,protein_coding,20.182,27.525,1.73385,1.6318,0.144427,,,
ENSG00000033100,CHPF2,0.428571,0.00468538,0.717089,12.2712,protein_coding,15.703,21.4698,1.48544,0.571943,0.144427,,,
ENSG00000130592,LSP1,-0.885955,0.00498254,0.717089,12.1512,protein_coding,6.63492,3.32882,2.19692,0.824373,0.144427,,,
ENSG00000213080,ENSG00000213080,-0.926173,0.00506589,0.717089,12.0055,processed_pseudogene,2.1046,1.129,0.181093,0.281301,0.144427,,,
ENSG00000177494,ZBED2,0.716993,0.00516569,0.717089,12.0049,protein_coding,10.2977,18.1276,3.87906,1.22628,0.144427,,,
ENSG00000174125,TLR1,-1.01907,0.00518137,0.717089,11.9217,protein_coding,2.30594,1.08555,0.644295,0.180881,0.144427,,,
ENSG00000197061,H4C3,-0.860181,0.00520355,0.717089,11.9753,protein_coding,800.864,440.443,233.853,133.792,0.144427,,,
ENSG00000139496,NUP58,-0.530276,0.00522031,0.717089,11.8927,protein_coding,61.7393,42.1264,14.0463,1.13403,0.144427,,,
ENSG00000116661,FBXO2,0.458329,0.00528324,0.717089,11.8069,protein_coding,62.7764,86.6863,9.83137,2.98231,0.144427,,,
ENSG00000262413,ENSG00000262413,-0.612375,0.0053216,0.717089,11.7855,lncRNA,5.83944,3.74233,0.675981,0.462817,0.144427,,,
ENSG00000138600,SPPL2A,-0.608747,0.00540324,0.717089,11.8295,protein_coding,41.5175,26.5651,11.434,1.94653,0.144427,,,
ENSG00000309855,ENSG00000309855,0.528928,0.00552102,0.717089,11.641,lncRNA,9.01269,13.113,1.10363,1.61602,0.144427,,,
ENSG00000134574,DDB2,0.500489,0.00552717,0.717089,11.6508,protein_coding,30.131,41.8016,5.76148,3.11751,0.144427,,,
ENSG00000138271,GPR87,0.789259,0.00560933,0.717089,11.6221,protein_coding,2.54922,4.72267,0.657128,1.01559,0.144427,,,
ENSG00000169607,CKAP2L,-0.425262,0.00565186,0.717089,11.5512,protein_coding,23.7772,17.5514,1.8197,1.36429,0.144427,,,
ENSG00000120708,TGFBI,-1.05872,0.00572932,0.717089,11.6056,protein_coding,13.4197,5.95657,5.74186,1.38169,0.144427,,,
ENSG00000269292,ENSG00000269292,-0.970622,0.00580848,0.717089,11.5565,lncRNA,7.45966,3.43006,3.12638,0.536824,0.144427,,,
ENSG00000171943,SRGAP2C,-0.619647,0.00590692,0.717089,11.3913,protein_coding,5.75737,3.62669,0.965815,0.449256,0.144427,,,
ENSG00000163629,PTPN13,-0.565796,0.00595655,0.717089,11.3558,protein_coding,9.18411,5.92999,1.89636,0.553528,0.144427,,,
ENSG00000118785,SPP1,-1.05958,0.00600077,0.717089,11.428,protein_coding,58.3829,27.403,24.3681,8.57578,0.144427,,,
ENSG00000187867,PALM3,-0.822694,0.00609911,0.717089,11.2981,protein_coding,4.14486,2.20756,1.0717,0.412159,0.144427,,,
ENSG00000186566,GPATCH8,-0.529049,0.0061452,0.717089,11.2762,protein_coding,34.6364,23.6839,5.8259,3.15264,0.144427,,,
ENSG00000181790,ADGRB1,0.797271,0.00615369,0.717089,11.2416,protein_coding,2.13916,3.3985,0.592277,0.648378,0.144427,,,
ENSG00000101624,CEP76,0.579655,0.00618561,0.717089,11.218,protein_coding,5.38585,8.437,1.05987,1.06572,0.144427,,,
ENSG00000139734,DIAPH3,-0.725926,0.00625545,0.717089,11.2712,protein_coding,35.1532,20.6026,11.2526,3.19949,0.144427,,,
ENSG00000275740,ENSG00000275740,-0.702145,0.00626898,0.717089,11.2645,protein_coding,10.8566,6.46682,2.67948,1.10903,0.144427,,,
ENSG00000183323,CCDC125,-0.66664,0.00632945,0.717089,11.1937,protein_coding,9.84761,5.8375,2.66229,0.989025,0.144427,,,
ENSG00000120889,TNFRSF10B,0.695021,0.00636776,0.717089,11.2044,protein_coding,28.2769,47.4613,9.31763,4.46323,0.144427,,,
ENSG00000053747,LAMA3,0.972355,0.00637339,0.717089,11.0999,protein_coding,1.43044,2.80281,0.527459,0.58345,0.144427,,,
ENSG00000138316,ADAMTS14,0.689227,0.00657282,0.717089,11.0874,protein_coding,8.30636,14.4652,3.20299,0.83118,0.144427,,,
ENSG00000227634,LINC01714,0.980657,0.0065759,0.717089,11.007,lncRNA,1.38609,2.90668,0.373125,0.873786,0.144427,,,
ENSG00000269741,ENSG00000269741,0.55268,0.00662868,0.717089,10.9939,protein_coding,11.7556,17.9025,2.87425,0.914375,0.144427,,,
ENSG00000009954,BAZ1B,-0.538908,0.00667776,0.717089,11.0214,protein_coding,238.101,163.442,47.549,20.1581,0.144427,,,
ENSG00000137812,KNL1,-0.860904,0.00670607,0.717089,11.0114,protein_coding,48.2239,25.8274,19.3118,4.71387,0.144427,,,
ENSG00000163808,KIF15,-0.532501,0.00670939,0.717089,10.9446,protein_coding,21.6068,14.5806,4.2942,1.1265,0.144427,,,
ENSG00000055163,CYFIP2,0.527823,0.00672257,0.717089,10.9538,protein_coding,26.3487,37.7069,5.66811,1.71335,0.144427,,,
ENSG00000166963,MAP1A,-0.863471,0.00682215,0.717089,10.952,protein_coding,6.82963,3.66419,1.7354,1.07601,0.144427,,,
ENSG00000143549,TPM3,-0.400794,0.00687208,0.717089,10.8264,protein_coding,227.33,171.939,26.7048,4.19538,0.144427,,,
ENSG00000281333,ENSG00000281333,0.844536,0.00701494,0.717089,10.7266,lncRNA,1.37562,2.50678,0.235974,0.523047,0.144427,,,
ENSG00000246263,UBR5-DT,1.21727,0.00710265,0.717089,10.7652,lncRNA,1.02481,3.12132,0.939861,0.276146,0.144427,,,
ENSG00000233975,LINC02574,-0.883403,0.00715056,0.717089,10.7747,lncRNA,30.5327,15.7039,13.4999,3.73816,0.144427,,,
ENSG00000130203,APOE,-1.0415,0.00716252,0.717089,10.7684,protein_coding,50.5596,24.0999,22.5039,3.76174,0.144427,,,
ENSG00000244270,RPL32P29,0.436411,0.00725845,0.717089,10.629,processed_pseudogene,13.0647,17.7243,1.35518,1.15752,0.144427,,,
ENSG00000129455,KLK8,0.524464,0.00731987,0.717089,10.6199,protein_coding,12.2848,18.2873,2.77672,0.97745,0.144427,,,
ENSG00000102897,LYRM1,0.421567,0.00741721,0.717089,10.5508,protein_coding,19.311,26.1001,2.17234,1.65176,0.144427,,,
ENSG00000101000,PROCR,0.616733,0.00742058,0.717089,10.6398,protein_coding,11.4611,18.4744,3.51201,2.05669,0.144427,,,
ENSG00000087903,RFX2,-0.515471,0.0074385,0.717089,10.5418,protein_coding,9.31272,6.50343,0.272297,1.03868,0.144427,,,
ENSG00000172006,ZNF554,0.782107,0.00749617,0.717089,10.5139,protein_coding,1.86724,3.06677,0.417534,0.517176,0.144427,,,
ENSG00000104228,TRIM35,0.587501,0.00756201,0.717089,10.4876,protein_coding,4.56562,7.26073,1.04779,0.92042,0.144427,,,
ENSG00000144504,ANKMY1,0.602776,0.00759701,0.717089,10.4756,protein_coding,3.50522,5.68539,0.865981,0.444231,0.144427,,,
ENSG00000271913,TAGAP-AS1,0.817084,0.00775555,0.717089,10.3409,lncRNA,1.20515,2.0914,0.130219,0.358084,0.144427,,,
ENSG00000272752,STAG3L5P-PVRIG2P-PILRB,0.632763,0.0078477,0.717089,10.4375,lncRNA,8.95079,14.7707,2.85599,1.75284,0.144427,,,
ENSG00000224051,CPTP,0.492144,0.00791627,0.717089,10.3191,protein_coding,11.2192,15.7445,1.03104,2.43994,0.144427,,,
ENSG00000285526,ENSG00000285526,0.592663,0.00795747,0.717089,10.3847,protein_coding,12.2532,18.2024,2.22169,3.50018,0.144427,,,
ENSG00000089356,FXYD3,0.592663,0.00795747,0.717089,10.3847,protein_coding,12.2532,18.2024,2.22169,3.50018,0.144427,,,
ENSG00000234241,SYNCRIPP1,-1.14944,0.00804217,0.717089,10.3622,processed_pseudogene,4.28848,1.8472,1.77811,0.673904,0.144427,,,
ENSG00000159899,NPR2,1.01461,0.00807525,0.717089,10.2021,protein_coding,1.23062,2.2744,0.438077,0.653395,0.144427,,,
ENSG00000304119,ENSG00000304119,0.752344,0.00811032,0.717089,10.2401,lncRNA,2.13533,3.28941,0.60598,0.541177,0.144427,,,
ENSG00000183199,HSP90AB3P,-0.968231,0.00811609,0.717089,10.3179,processed_pseudogene,8.71504,4.33204,3.0153,1.07197,0.144427,,,
ENSG00000252712,SCARNA14,1.13299,0.0082225,0.717089,10.2549,scaRNA,1.36269,3.3236,0.826792,0.629333,0.144427,,,
ENSG00000187678,SPRY4,-0.702082,0.00826312,0.717089,10.2528,protein_coding,10.0326,6.12618,2.1393,1.47308,0.144427,,,
ENSG00000080345,RIF1,-0.77112,0.00833585,0.717089,10.22,protein_coding,84.8646,48.69,36.3462,5.21202,0.144427,,,
ENSG00000186480,INSIG1,-0.364872,0.00842126,0.717089,10.1001,protein_coding,165.711,128.838,8.97877,9.88158,0.144427,,,
ENSG00000279078,SND1-IT1,-1.50681,0.00842791,0.717089,10.207,lncRNA,4.3643,1.25946,2.81601,0.392487,0.144427,,,
ENSG00000072778,ACADVL,0.384708,0.00851736,0.717089,10.0604,protein_coding,59.6663,77.7589,5.14159,5.42142,0.144427,,,
ENSG00000162783,IER5,0.357227,0.00857281,0.717089,10.0377,protein_coding,60.8699,78.1415,3.82536,2.56597,0.144427,,,
ENSG00000043355,ZIC2,-0.42641,0.00862644,0.717089,10.0159,protein_coding,55.7157,41.3651,5.68919,4.76003,0.144427,,,
ENSG00000176788,BASP1,-1.25002,0.00872794,0.717089,10.0639,protein_coding,5.75949,2.31493,2.20926,1.07214,0.144427,,,
ENSG00000180353,HCLS1,-1.13565,0.00890526,0.717089,10.0193,protein_coding,2.43491,1.03711,0.785906,0.430375,0.144427,,,
ENSG00000135473,PAN2,0.461453,0.00896356,0.717089,9.88378,protein_coding,9.09234,12.8396,1.29647,1.26858,0.144427,,,
ENSG00000101849,TBL1X,-1.16697,0.0089787,0.717089,9.95722,protein_coding,101.177,43.7257,72.0583,7.9431,0.144427,,,
ENSG00000138778,CENPE,-0.630584,0.00910806,0.717089,9.90715,protein_coding,46.4661,29.4537,13.4564,4.12287,0.144427,,,
ENSG00000175906,ARL4D,0.434752,0.00913097,0.717089,9.81945,protein_coding,10.4591,14.5037,1.37943,1.09101,0.144427,,,
ENSG00000120738,EGR1,-0.467392,0.00917072,0.717089,9.82099,protein_coding,48.4458,34.8951,9.05239,2.177,0.144427,,,
ENSG00000137501,SYTL2,0.845371,0.00922492,0.717089,9.84964,protein_coding,2.70201,4.11246,1.41466,0.777185,0.144427,,,
ENSG00000274213,ENSG00000274213,0.816936,0.00926095,0.717089,9.75608,lncRNA,1.29653,2.6336,0.560257,0.266013,0.144427,,,
ENSG00000066651,TRMT11,0.486096,0.0093959,0.717089,9.73871,protein_coding,17.0017,24.5249,3.48234,2.20168,0.144427,,,
ENSG00000184371,CSF1,-0.815059,0.00940428,0.717089,9.74656,protein_coding,3.6387,1.84555,1.31916,0.141554,0.144427,,,
ENSG00000198373,WWP2,-0.448266,0.00941648,0.717089,9.7128,protein_coding,24.0641,17.5038,3.61718,1.30701,0.144427,,,
ENSG00000132879,FBXO44,0.504028,0.00943426,0.717089,9.72382,protein_coding,12.0317,17.0733,2.38737,1.26261,0.144427,,,
ENSG00000170855,TRIAP1,0.488507,0.00946364,0.717089,9.74205,protein_coding,46.2945,65.4152,9.27091,4.93822,0.144427,,,
ENSG00000117616,RSRP1,0.601971,0.00950185,0.717089,9.75985,protein_coding,13.7937,21.7117,3.71197,3.58198,0.144427,,,
ENSG00000101850,GPR143,1.02846,0.00956716,0.717089,9.60289,protein_coding,1.2706,2.14145,0.765368,0.418095,0.144427,,,
ENSG00000267458,ENSG00000267458,-0.655139,0.00958377,0.717089,9.7295,lncRNA,115.529,73.2468,30.5093,15.9581,0.144427,,,
ENSG00000103269,RHBDL1,0.679944,0.00959259,0.717089,9.70787,protein_coding,4.39194,7.43579,1.042,1.65869,0.144427,,,
ENSG00000126351,THRA,-0.452435,0.00960397,0.717089,9.6456,protein_coding,14.4906,10.4607,1.75585,1.08785,0.144427,,,
ENSG00000172345,STARD5,0.898698,0.00964023,0.717089,9.64421,protein_coding,1.36585,2.81073,0.614808,0.620806,0.144427,,,
ENSG00000141905,NFIC,-0.58796,0.00967836,0.717089,9.69543,protein_coding,190.549,126.275,53.4679,11.5936,0.144427,,,
ENSG00000139514,SLC7A1,-0.398211,0.0097289,0.717089,9.60084,protein_coding,48.3193,36.5147,5.61872,2.04593,0.144427,,,
ENSG00000279800,BCLAF1P2,-1.12382,0.00981904,0.717089,9.64629,processed_pseudogene,17.3137,7.13117,11.6586,1.1733,0.144427,,,
ENSG00000163131,CTSS,-0.769715,0.00982105,0.717089,9.64539,protein_coding,17.2631,9.75503,5.09977,2.45869,0.144427,,,
ENSG00000100985,MMP9,-0.746995,0.00996399,0.717089,9.59511,protein_coding,43.9707,25.6024,14.0294,5.5098,0.144427,,,
ENSG00000179163,FUCA1,0.542465,0.0100013,0.717089,9.58241,protein_coding,20.4435,30.8941,5.73249,1.37052,0.144427,,,
ENSG00000233558,ENSG00000233558,-0.962872,0.0100331,0.717089,9.57723,processed_pseudogene,5.92124,2.69646,2.4081,0.809908,0.144427,,,
ENSG00000103044,HAS3,0.795516,0.0100804,0.717089,9.55514,protein_coding,28.4123,51.4686,11.8645,6.13113,0.144427,,,
ENSG00000142453,CARM1,-0.3763,0.0101901,0.717089,9.44336,protein_coding,146.049,112.104,18.1481,2.6641,0.144427,,,
ENSG00000177106,EPS8L2,0.448036,0.0102292,0.717089,9.44132,protein_coding,31.6655,42.4127,5.35166,4.39199,0.144427,,,
