plate,well,plane,depth_um,compartment,cell_line,treatment,pearson_r,p_value,n_features
PB000139,J06,1,5,cytoplasm,HCT116,SN-38,0.9652001235501675,0.0,688
PB000139,J06,3,15,cytoplasm,HCT116,SN-38,0.9699450079531371,0.0,688
PB000139,J06,5,25,cytoplasm,HCT116,SN-38,0.9665219177964481,0.0,688
PB000139,J06,7,35,cytoplasm,HCT116,SN-38,0.9637120882549141,0.0,688
PB000139,J06,9,45,cytoplasm,HCT116,SN-38,0.9592317233712297,0.0,688
PB000139,J06,11,55,cytoplasm,HCT116,SN-38,0.9703148006976576,0.0,688
PB000139,J15,1,5,cytoplasm,HT29,abemaciclib,0.9848306511362221,0.0,688
PB000139,J15,3,15,cytoplasm,HT29,abemaciclib,0.9810243149328425,0.0,688
PB000139,J15,5,25,cytoplasm,HT29,abemaciclib,0.9816433043706374,0.0,688
PB000139,J15,7,35,cytoplasm,HT29,abemaciclib,0.9815880648271984,0.0,688
PB000139,J15,9,45,cytoplasm,HT29,abemaciclib,0.9758346444764927,0.0,688
PB000139,J15,11,55,cytoplasm,HT29,abemaciclib,0.9843585255750329,0.0,688
PB000140,B14,1,5,cytoplasm,HT29,abemaciclib,0.9834216784115659,0.0,688
PB000140,B14,3,15,cytoplasm,HT29,abemaciclib,0.9862924482450718,0.0,688
PB000140,B14,5,25,cytoplasm,HT29,abemaciclib,0.9786045775698318,0.0,688
PB000140,B14,7,35,cytoplasm,HT29,abemaciclib,0.9748846804592327,0.0,688
PB000140,B14,9,45,cytoplasm,HT29,abemaciclib,0.9840240519759539,0.0,688
PB000140,B14,11,55,cytoplasm,HT29,abemaciclib,0.9796358647613802,0.0,688
PB000140,C23,1,5,cytoplasm,HCT116,SN-38,0.9704163040121887,0.0,688
PB000140,C23,3,15,cytoplasm,HCT116,SN-38,0.9770643451737532,0.0,688
PB000140,C23,5,25,cytoplasm,HCT116,SN-38,0.9668266405240161,0.0,688
PB000140,C23,7,35,cytoplasm,HCT116,SN-38,0.9464857682932358,0.0,688
PB000140,C23,9,45,cytoplasm,HCT116,SN-38,0.9514183248955295,0.0,688
PB000140,C23,11,55,cytoplasm,HCT116,SN-38,0.9676411097554917,0.0,688
PB000140,D22,1,5,cytoplasm,HT29,binimetinib,0.9549496407852891,0.0,688
PB000140,D22,3,15,cytoplasm,HT29,binimetinib,0.9627579783577691,0.0,688
PB000140,D22,5,25,cytoplasm,HT29,binimetinib,0.9471902378050214,0.0,688
PB000140,D22,7,35,cytoplasm,HT29,binimetinib,0.9493230901633083,0.0,688
PB000140,D22,9,45,cytoplasm,HT29,binimetinib,0.9748288142176758,0.0,688
PB000140,G05,1,5,cytoplasm,HCT116,binimetinib,0.9610875158731007,0.0,688
PB000140,G05,3,15,cytoplasm,HCT116,binimetinib,0.9578909866240403,0.0,688
PB000140,G05,5,25,cytoplasm,HCT116,binimetinib,0.972176370970421,0.0,688
PB000140,G05,7,35,cytoplasm,HCT116,binimetinib,0.9693127576915708,0.0,688
PB000140,G05,9,45,cytoplasm,HCT116,binimetinib,0.9684095584099222,0.0,688
PB000140,G05,11,55,cytoplasm,HCT116,binimetinib,0.9581964221384744,0.0,688
PB000140,G08,1,5,cytoplasm,HCT116,abemaciclib,0.9760713940900814,0.0,688
PB000140,G08,3,15,cytoplasm,HCT116,abemaciclib,0.9721372865520042,0.0,688
PB000140,G08,5,25,cytoplasm,HCT116,abemaciclib,0.9735734054609476,0.0,688
PB000140,G08,7,35,cytoplasm,HCT116,abemaciclib,0.9690467714587343,0.0,688
PB000140,G08,9,45,cytoplasm,HCT116,abemaciclib,0.9716591472812477,0.0,688
PB000140,G08,11,55,cytoplasm,HCT116,abemaciclib,0.9709255756874842,0.0,688
PB000140,G19,1,5,cytoplasm,HT29,abemaciclib,0.982175072086045,0.0,688
PB000140,G19,3,15,cytoplasm,HT29,abemaciclib,0.977087461724494,0.0,688
PB000140,G19,5,25,cytoplasm,HT29,abemaciclib,0.9846977104973185,0.0,688
PB000140,G19,7,35,cytoplasm,HT29,abemaciclib,0.985962987158611,0.0,688
PB000140,G19,9,45,cytoplasm,HT29,abemaciclib,0.980888790799953,0.0,688
PB000140,G19,11,55,cytoplasm,HT29,abemaciclib,0.9833720985850584,0.0,688
PB000140,H23,1,5,cytoplasm,HT29,DMSO,0.975613902988151,0.0,688
PB000140,H23,3,15,cytoplasm,HT29,DMSO,0.9693161000886589,0.0,688
PB000140,H23,5,25,cytoplasm,HT29,DMSO,0.9729399894649544,0.0,688
PB000140,H23,7,35,cytoplasm,HT29,DMSO,0.9717209849305504,0.0,688
PB000140,H23,9,45,cytoplasm,HT29,DMSO,0.9710170214698539,0.0,688
PB000140,H23,11,55,cytoplasm,HT29,DMSO,0.9703967774306586,0.0,688
PB000140,I13,1,5,cytoplasm,HT29,binimetinib,0.967419178857451,0.0,688
PB000140,I13,3,15,cytoplasm,HT29,binimetinib,0.9684933848591946,0.0,688
PB000140,I13,5,25,cytoplasm,HT29,binimetinib,0.9675033007487319,0.0,688
PB000140,I13,7,35,cytoplasm,HT29,binimetinib,0.9578712375998621,0.0,688
PB000140,I13,9,45,cytoplasm,HT29,binimetinib,0.96001762939124,0.0,688
PB000140,I13,11,55,cytoplasm,HT29,binimetinib,0.9643469425261286,0.0,688
PB000140,J04,1,5,cytoplasm,HCT116,abemaciclib,0.981864118493805,0.0,688
PB000140,J04,3,15,cytoplasm,HCT116,abemaciclib,0.9804559759772009,0.0,688
PB000140,J04,5,25,cytoplasm,HCT116,abemaciclib,0.9665156489064497,0.0,688
PB000140,J04,7,35,cytoplasm,HCT116,abemaciclib,0.9747420282446317,0.0,688
PB000140,J04,9,45,cytoplasm,HCT116,abemaciclib,0.9837498213493867,0.0,688
PB000140,J04,11,55,cytoplasm,HCT116,abemaciclib,0.9823857204461217,0.0,688
PB000140,J17,1,5,cytoplasm,HT29,SN-38,0.9820107340079092,0.0,688
PB000140,J17,3,15,cytoplasm,HT29,SN-38,0.9696482216319047,0.0,688
PB000140,J17,5,25,cytoplasm,HT29,SN-38,0.972780041417622,0.0,688
PB000140,J17,7,35,cytoplasm,HT29,SN-38,0.9669316309676396,0.0,688
PB000140,J17,9,45,cytoplasm,HT29,SN-38,0.9762579738144087,0.0,688
PB000140,J17,11,55,cytoplasm,HT29,SN-38,0.973028345165615,0.0,688
PB000140,N05,1,5,cytoplasm,HCT116,DMSO,0.9677133184536053,0.0,688
PB000140,N05,3,15,cytoplasm,HCT116,DMSO,0.9605848139603195,0.0,688
PB000140,N05,5,25,cytoplasm,HCT116,DMSO,0.9821726179669196,0.0,688
PB000140,N05,7,35,cytoplasm,HCT116,DMSO,0.9811111308261969,0.0,688
PB000140,N05,9,45,cytoplasm,HCT116,DMSO,0.6253088638964762,6.420152421578872e-76,688
PB000140,N05,11,55,cytoplasm,HCT116,DMSO,0.97937403337682,0.0,688
PB000141,G02,1,5,cytoplasm,HT29,DMSO,0.9676862612210272,0.0,688
PB000141,G02,3,15,cytoplasm,HT29,DMSO,0.9761736793667763,0.0,688
PB000141,G02,5,25,cytoplasm,HT29,DMSO,0.9639587122103237,0.0,688
PB000141,G02,7,35,cytoplasm,HT29,DMSO,0.9688287122137205,0.0,688
PB000141,G02,9,45,cytoplasm,HT29,DMSO,0.9749238971718233,0.0,688
PB000141,G02,11,55,cytoplasm,HT29,DMSO,0.9790622675559439,0.0,688
PB000141,M23,1,5,cytoplasm,HT29,DMSO,0.9756734654362498,0.0,688
PB000141,M23,3,15,cytoplasm,HT29,DMSO,0.9696507650363122,0.0,688
PB000141,M23,5,25,cytoplasm,HT29,DMSO,0.9686934475351194,0.0,688
PB000141,M23,7,35,cytoplasm,HT29,DMSO,0.9718730155163018,0.0,688
PB000141,M23,9,45,cytoplasm,HT29,DMSO,0.9611234555754042,0.0,688
PB000141,M23,11,55,cytoplasm,HT29,DMSO,0.9712890763775175,0.0,688
